mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,372800000.0
202106,rolling_01,rolling_01_seed2,384000000.0
202106,rolling_01,rolling_01_seed3,384000000.0
202106,rolling_01,rolling_01_seed4,370400000.0
202106,rolling_01,rolling_01_seed5,388800000.0
202106,rolling_02,rolling_02_seed1,375200000.0
202106,rolling_02,rolling_02_seed2,389600000.0
202106,rolling_02,rolling_02_seed3,376800000.0
202106,rolling_02,rolling_02_seed4,372800000.0
202106,rolling_02,rolling_02_seed5,384000000.0
202106,rolling_03,rolling_03_seed1,378400000.0
202106,rolling_03,rolling_03_seed2,367200000.0
202106,rolling_03,rolling_03_seed3,371200000.0
202106,rolling_03,rolling_03_seed4,386400000.0
202106,rolling_03,rolling_03_seed5,376000000.0
202106,rolling_04,rolling_04_seed1,328800000.0
202106,rolling_04,rolling_04_seed2,332800000.0
202106,rolling_04,rolling_04_seed3,350400000.0
202106,rolling_04,rolling_04_seed4,344800000.0
202106,rolling_04,rolling_04_seed5,331200000.0
202106,rolling_05,rolling_05_seed1,350400000.0
202106,rolling_05,rolling_05_seed2,352800000.0
202106,rolling_05,rolling_05_seed3,356800000.0
202106,rolling_05,rolling_05_seed4,324000000.0
202106,rolling_05,rolling_05_seed5,340000000.0
202106,rolling_06,rolling_06_seed1,384800000.0
202106,rolling_06,rolling_06_seed2,385600000.0
202106,rolling_06,rolling_06_seed3,383200000.0
202106,rolling_06,rolling_06_seed4,392800000.0
202106,rolling_06,rolling_06_seed5,364800000.0
202106,rolling_07,rolling_07_seed1,358400000.0
202106,rolling_07,rolling_07_seed2,340800000.0
202106,rolling_07,rolling_07_seed3,352800000.0
202106,rolling_07,rolling_07_seed4,337600000.0
202106,rolling_07,rolling_07_seed5,351200000.0
202106,seasonal_summer,seasonal_summer_seed1,373600000.0
202106,seasonal_summer,seasonal_summer_seed2,369600000.0
202106,seasonal_summer,seasonal_summer_seed3,387200000.0
202106,seasonal_summer,seasonal_summer_seed4,368800000.0
202106,seasonal_summer,seasonal_summer_seed5,372000000.0
202106,seasonal_autumn,seasonal_autumn_seed1,359200000.0
202106,seasonal_autumn,seasonal_autumn_seed2,352800000.0
202106,seasonal_autumn,seasonal_autumn_seed3,356800000.0
202106,seasonal_autumn,seasonal_autumn_seed4,348000000.0
202106,seasonal_autumn,seasonal_autumn_seed5,352000000.0
202106,seasonal_winter,seasonal_winter_seed1,360000000.0
202106,seasonal_winter,seasonal_winter_seed2,365600000.0
202106,seasonal_winter,seasonal_winter_seed3,361600000.0
202106,seasonal_winter,seasonal_winter_seed4,358400000.0
202106,seasonal_winter,seasonal_winter_seed5,370400000.0
202106,seasonal_spring,seasonal_spring_seed1,340800000.0
202106,seasonal_spring,seasonal_spring_seed2,366400000.0
202106,seasonal_spring,seasonal_spring_seed3,344800000.0
202106,seasonal_spring,seasonal_spring_seed4,350400000.0
202106,seasonal_spring,seasonal_spring_seed5,352000000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,358400000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed2,356000000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed3,368000000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed4,360000000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed5,350400000.0
202106,seasonal_q1,seasonal_q1_seed1,359200000.0
202106,seasonal_q1,seasonal_q1_seed2,367200000.0
202106,seasonal_q1,seasonal_q1_seed3,371200000.0
202106,seasonal_q1,seasonal_q1_seed4,360800000.0
202106,seasonal_q1,seasonal_q1_seed5,364000000.0
202106,seasonal_q2,seasonal_q2_seed1,367200000.0
202106,seasonal_q2,seasonal_q2_seed2,362400000.0
202106,seasonal_q2,seasonal_q2_seed3,374400000.0
202106,seasonal_q2,seasonal_q2_seed4,362400000.0
202106,seasonal_q2,seasonal_q2_seed5,357600000.0
202106,mixed_recent_01,mixed_recent_01_seed1,344000000.0
202106,mixed_recent_01,mixed_recent_01_seed2,353600000.0
202106,mixed_recent_01,mixed_recent_01_seed3,349600000.0
202106,mixed_recent_01,mixed_recent_01_seed4,340000000.0
202106,mixed_recent_01,mixed_recent_01_seed5,344800000.0
202106,mixed_recent_02,mixed_recent_02_seed1,341600000.0
202106,mixed_recent_02,mixed_recent_02_seed2,344000000.0
202106,mixed_recent_02,mixed_recent_02_seed3,342400000.0
202106,mixed_recent_02,mixed_recent_02_seed4,352000000.0
202106,mixed_recent_02,mixed_recent_02_seed5,330400000.0
202106,mixed_early_01,mixed_early_01_seed1,364800000.0
202106,mixed_early_01,mixed_early_01_seed2,370400000.0
202106,mixed_early_01,mixed_early_01_seed3,379200000.0
202106,mixed_early_01,mixed_early_01_seed4,360800000.0
202106,mixed_early_01,mixed_early_01_seed5,377600000.0
202106,mixed_early_02,mixed_early_02_seed1,379200000.0
202106,mixed_early_02,mixed_early_02_seed2,370400000.0
202106,mixed_early_02,mixed_early_02_seed3,374400000.0
202106,mixed_early_02,mixed_early_02_seed4,365600000.0
202106,mixed_early_02,mixed_early_02_seed5,374400000.0
202106,mixed_transition,mixed_transition_seed1,349600000.0
202106,mixed_transition,mixed_transition_seed2,353600000.0
202106,mixed_transition,mixed_transition_seed3,360800000.0
202106,mixed_transition,mixed_transition_seed4,340000000.0
202106,mixed_transition,mixed_transition_seed5,359200000.0
202106,mixed_full_year,mixed_full_year_seed1,361600000.0
202106,mixed_full_year,mixed_full_year_seed2,346400000.0
202106,mixed_full_year,mixed_full_year_seed3,343200000.0
202106,mixed_full_year,mixed_full_year_seed4,348800000.0
