numero_de_cliente,probabilidad,predict
1016783779,0.9624479,1
355859871,0.9405142,1
507653834,0.9370217,1
285480881,0.9345309,1
841876239,0.93060946,1
1038027871,0.9303288,1
1459306077,0.930106,1
332754467,0.9269699,1
999655908,0.92481464,1
971108609,0.9234132,1
690072207,0.9221594,1
1237423372,0.9213671,1
1469402972,0.92005354,1
1231971341,0.91839176,1
779012668,0.91798174,1
346202943,0.9130106,1
1493825886,0.9122276,1
999158844,0.91127926,1
614269197,0.9109611,1
1250287995,0.90884423,1
302346506,0.90844136,1
340674857,0.9083587,1
334353609,0.90658265,1
1122340744,0.90587497,1
957781338,0.90527534,1
1052835642,0.90518695,1
719952686,0.9041766,1
1200808878,0.8982697,1
1199345235,0.89623636,1
560499776,0.8932647,1
679020843,0.89247,1
999567231,0.89214927,1
356662435,0.89178014,1
1456839179,0.8911874,1
1125770942,0.8907517,1
825039709,0.889744,1
1156415991,0.8849005,1
585608636,0.8780273,1
1327182802,0.8753651,1
1303652009,0.8741314,1
889464941,0.87114716,1
831739592,0.87094444,1
1332462945,0.8701983,1
776562687,0.8699569,1
348375152,0.8683402,1
464422087,0.86165935,1
823107219,0.8609116,1
1249442553,0.8599387,1
314236318,0.8598533,1
1213881716,0.85912,1
1005037853,0.8588852,1
1238491830,0.85780114,1
1582619617,0.85756665,1
321500216,0.8551552,1
352906984,0.8548164,1
703907858,0.85423374,1
1098486448,0.851793,1
1454897491,0.8513506,1
469357652,0.84940284,1
496272333,0.8455124,1
916274165,0.843114,1
479408826,0.84194046,1
1125158574,0.8411266,1
960841355,0.83969766,1
1229634178,0.83916914,1
1027649404,0.83891976,1
1136719846,0.83876044,1
878976935,0.83866894,1
1233370816,0.83551174,1
1222748992,0.83526117,1
990418460,0.8315278,1
901895430,0.831323,1
306285953,0.8309191,1
1440838176,0.8275089,1
779679442,0.82599777,1
1083297421,0.8252623,1
440298764,0.8246065,1
582110692,0.8231,1
1351782779,0.8228697,1
698013750,0.8217805,1
484136978,0.82012326,1
850217049,0.8194483,1
998643975,0.81922513,1
1071358676,0.8176223,1
355522005,0.81638753,1
659587021,0.8159181,1
1127528923,0.8149401,1
597392052,0.8149077,1
985463211,0.81199867,1
569254088,0.81075686,1
715432741,0.80947846,1
946326608,0.80861026,1
1332194712,0.8078233,1
966379219,0.8078217,1
658350101,0.80672497,1
636964898,0.8062945,1
935575407,0.80547065,1
508442325,0.8050174,1
275046043,0.8047615,1
614615235,0.80281335,1
1013406306,0.8005847,1
1346661987,0.80054647,1
585683751,0.8004326,1
1144780108,0.79965806,1
358548333,0.79858124,1
579587346,0.79585916,1
509057536,0.7956089,1
462250979,0.79529405,1
447990093,0.7950465,1
318751233,0.79436517,1
655087128,0.79360455,1
249952495,0.79304206,1
259309251,0.7918264,1
1339359438,0.7916634,1
1115105873,0.7908059,1
444892953,0.7905487,1
723680938,0.7897254,1
473756828,0.78966266,1
1139770606,0.785966,1
745487516,0.78532887,1
571851534,0.7850647,1
1021569327,0.78472155,1
1095899797,0.7846305,1
1391269212,0.78421676,1
453619699,0.78343385,1
644362477,0.78171426,1
771920658,0.7812979,1
513773510,0.7812394,1
999222431,0.7800863,1
710633266,0.7799739,1
1051386142,0.7781709,1
731049200,0.77805644,1
1187443177,0.77790993,1
460817670,0.7772741,1
725911849,0.77669847,1
278188904,0.77560216,1
1062991461,0.7748629,1
608525679,0.77436674,1
1125932548,0.77262175,1
1242851842,0.77253187,1
934123798,0.76962113,1
700219427,0.76850456,1
1253889577,0.768199,1
642845444,0.76602465,1
892102199,0.76597524,1
973186813,0.76566005,1
1054965691,0.7650779,1
432245359,0.7649595,1
964454380,0.76466084,1
298332019,0.7641772,1
930975240,0.76300293,1
650904759,0.7628841,1
1234207214,0.7604503,1
524867394,0.75984234,1
853893960,0.75978434,1
800100116,0.7590675,1
