mes,grupo,modelo_id,ganancia_test
202104,rolling_01,rolling_01_seed1,331200000.0
202104,rolling_02,rolling_02_seed1,324000000.0
202104,rolling_03,rolling_03_seed1,348800000.0
202104,rolling_04,rolling_04_seed1,356000000.0
202104,rolling_05,rolling_05_seed1,378400000.0
202104,rolling_06,rolling_06_seed1,343200000.0
202104,rolling_07,rolling_07_seed1,364800000.0
202104,seasonal_summer,seasonal_summer_seed1,364000000.0
202104,seasonal_autumn,seasonal_autumn_seed1,332000000.0
202104,seasonal_winter,seasonal_winter_seed1,335200000.0
202104,seasonal_spring,seasonal_spring_seed1,340000000.0
202104,seasonal_end_of_year,seasonal_end_of_year_seed1,341600000.0
202104,seasonal_q1,seasonal_q1_seed1,331200000.0
202104,seasonal_q2,seasonal_q2_seed1,336000000.0
202104,mixed_recent_01,mixed_recent_01_seed1,371200000.0
202104,mixed_recent_02,mixed_recent_02_seed1,360000000.0
202104,mixed_early_01,mixed_early_01_seed1,328000000.0
202104,mixed_early_02,mixed_early_02_seed1,336800000.0
202104,mixed_transition,mixed_transition_seed1,347200000.0
202104,mixed_full_year,mixed_full_year_seed1,365600000.0
202104,GLOBAL,ensamble_global,367200000.0
202104,GRUPOS,ensamble_grupos,367200000.0
