numero_de_cliente,probabilidad,predict
1016783779,0.9805644,1
841876239,0.97863513,1
1038027871,0.9774039,1
779012668,0.97510165,1
1459306077,0.97474676,1
971108609,0.9701805,1
1231971341,0.9700394,1
999567231,0.9698306,1
1200808878,0.96971625,1
302346506,0.96895945,1
679020843,0.96857876,1
356662435,0.9684611,1
1493825886,0.96821946,1
889464941,0.9674089,1
1469402972,0.9659011,1
999158844,0.96576124,1
285480881,0.9651283,1
355859871,0.9650029,1
507653834,0.9647358,1
957781338,0.9644247,1
825039709,0.9632186,1
1237423372,0.9631641,1
597392052,0.96228325,1
332754467,0.9621345,1
1222748992,0.9610094,1
314236318,0.9599177,1
1122340744,0.9594681,1
999655908,0.95942575,1
585683751,0.959015,1
719952686,0.95745033,1
259309251,0.95705163,1
352906984,0.95595556,1
1250287995,0.9557244,1
346202943,0.95556754,1
1052835642,0.9555206,1
690072207,0.95542055,1
1327182802,0.95463645,1
1000685202,0.95423317,1
1213881716,0.9539243,1
334353609,0.9538686,1
636964898,0.9535226,1
1156415991,0.9531492,1
1440838176,0.95275384,1
1125770942,0.952187,1
1199345235,0.9515576,1
1229634178,0.9505509,1
901895430,0.9505489,1
998643975,0.95052063,1
348375152,0.950499,1
466558635,0.94876736,1
1233370816,0.94872993,1
1332462945,0.94861186,1
1391269212,0.9482645,1
464422087,0.9481888,1
698013750,0.94717,1
358548333,0.94690925,1
715237805,0.9467795,1
985463211,0.9458814,1
1098486448,0.9450584,1
650904759,0.9447191,1
560499776,0.9439944,1
614269197,0.94353473,1
1115105873,0.9435301,1
1005037853,0.9429525,1
946326608,0.94242793,1
776562687,0.9417162,1
340674857,0.94132626,1
513773510,0.94096774,1
831739592,0.9409479,1
658350101,0.9404976,1
1332194712,0.9401665,1
659587021,0.93941385,1
990418460,0.93885213,1
964454380,0.938597,1
306285953,0.9384749,1
1234207214,0.9376434,1
1043751987,0.93739194,1
703907858,0.9373214,1
1238491830,0.93711644,1
585608636,0.9370018,1
1249442553,0.93693763,1
892102199,0.93655306,1
1125158574,0.9364582,1
644362477,0.93585473,1
321500216,0.93556625,1
1454897491,0.9355038,1
885898006,0.9348612,1
654154538,0.9348113,1
1027649404,0.9341773,1
934123798,0.9337868,1
1095899797,0.93328464,1
779679442,0.93324167,1
596633902,0.9322706,1
1303652009,0.93105334,1
1456839179,0.9309331,1
1024450309,0.9308962,1
930975240,0.9306943,1
650007395,0.93046176,1
823107219,0.9302349,1
1472402469,0.92983836,1
266616403,0.92974335,1
608525679,0.92960876,1
460817670,0.92951745,1
745487516,0.92938477,1
592537298,0.9289321,1
850217049,0.92893004,1
524867394,0.92859197,1
894719337,0.92830026,1
916274165,0.9280512,1
278188904,0.9274558,1
655087128,0.9265249,1
735237111,0.92622834,1
432245359,0.92606443,1
355522005,0.92526,1
440298764,0.9244756,1
878976935,0.92406845,1
275046043,0.9238642,1
1351782779,0.92251915,1
1081034126,0.92235905,1
1125932548,0.9222075,1
571851534,0.9219236,1
1013406306,0.9218344,1
1083297421,0.9217045,1
473756828,0.9211159,1
1243960120,0.9205799,1
809215633,0.9198893,1
720715874,0.91970116,1
1339359438,0.9189922,1
960841355,0.91881925,1
272392952,0.91878814,1
1168793901,0.918575,1
508442325,0.91843885,1
1180151414,0.91832775,1
715432741,0.91793984,1
315375723,0.9178026,1
257555651,0.9175484,1
853893960,0.9174461,1
1071358676,0.9171167,1
582110692,0.91696805,1
1582619617,0.9167625,1
1199448353,0.9167372,1
598687375,0.9164549,1
1127528923,0.9163306,1
318751233,0.91630816,1
1098369838,0.91599715,1
765803467,0.9153525,1
749788536,0.9152822,1
509057536,0.9151661,1
966379219,0.91474617,1
976745944,0.9146616,1
1112472330,0.9143493,1
1219717993,0.91345084,1
496272333,0.91341144,1
444892953,0.913307,1
495599069,0.9129255,1
469357652,0.91274357,1
296733526,0.91256833,1
1012530086,0.9124222,1
889236316,0.912346,1
752506161,0.91230565,1
731049200,0.91171193,1
462250979,0.91168714,1
1095641786,0.91165584,1
823297125,0.9115588,1
1367858820,0.9105348,1
576147302,0.91043025,1
935575407,0.91039765,1
280104990,0.91019744,1
1227062693,0.91001,1
1332032090,0.9099928,1
597674785,0.90994614,1
635099205,0.909679,1
267846022,0.908929,1
1084388696,0.90847236,1
1352229749,0.90820336,1
713051240,0.90812373,1
1242851842,0.9077451,1
556990962,0.90742964,1
479408826,0.9073902,1
308198538,0.9071928,1
1337134428,0.90706253,1
1128888500,0.9067373,1
579587346,0.9060669,1
513476046,0.90584105,1
1077262339,0.9056519,1
800100116,0.90531933,1
1052769493,0.9052604,1
767157937,0.90512884,1
1326891384,0.90491486,1
1136719846,0.904722,1
1021569327,0.90466607,1
1346661987,0.9042588,1
771920658,0.9041099,1
1207471134,0.9036363,1
491664360,0.9031111,1
1019193581,0.90276045,1
289739894,0.90251195,1
614615235,0.9024146,1
249952495,0.902305,1
1240390264,0.90214634,1
1092620488,0.90206504,1
620115832,0.9018335,1
293245719,0.9014336,1
642845444,0.9010935,1
961480196,0.90073407,1
484136978,0.90033466,1
1054965691,0.90032643,1
796934351,0.8997949,1
715968097,0.8995235,1
1336894717,0.89936745,1
856072002,0.89927256,1
1070520236,0.8986165,1
1129172992,0.8984511,1
1253889577,0.89812094,1
973186813,0.8977495,1
1208463673,0.89748377,1
770604839,0.89732045,1
1028072454,0.89709413,1
1062991461,0.89660466,1
1060827347,0.8960589,1
595687674,0.8958682,1
947228788,0.89570373,1
782979247,0.89551586,1
899339334,0.89550966,1
431718748,0.89523375,1
650835331,0.89486575,1
983005783,0.89407545,1
661716489,0.8938063,1
550719603,0.89354646,1
462784371,0.89328355,1
298332019,0.89325833,1
983783701,0.8932573,1
925584618,0.89296824,1
999724174,0.89289063,1
634842578,0.89280427,1
1163686892,0.89243567,1
1214400590,0.8921588,1
1253836118,0.8920042,1
1246638651,0.8908451,1
934566173,0.8907731,1
1235133605,0.89061123,1
341405363,0.89058477,1
1068600863,0.8905512,1
349336325,0.8902679,1
1095364151,0.8895261,1
1437792745,0.88870823,1
474295395,0.88870424,1
457966219,0.8877337,1
1006445423,0.88722587,1
1232934640,0.8871524,1
566422987,0.8867667,1
1115831127,0.88654745,1
703546874,0.8863641,1
894415665,0.88569885,1
810725082,0.88555896,1
333707698,0.885507,1
1331153463,0.8851314,1
591820934,0.8849335,1
554017367,0.8849092,1
686530506,0.8847333,1
447990093,0.8845385,1
483537514,0.8845314,1
1089552153,0.8844171,1
1009175226,0.88432276,1
516013833,0.8841839,1
458336545,0.88411987,1
779846086,0.8838765,1
714961049,0.8837052,1
1319687802,0.88328344,1
869880009,0.8832461,1
469068420,0.88300365,1
999222431,0.88297176,1
889981843,0.882826,1
1144780108,0.8823387,1
273950532,0.8815972,1
316983115,0.88157403,1
800143506,0.8814317,1
1227525709,0.8813922,1
1074243671,0.88125,1
1109000125,0.8812416,1
1044843484,0.88112277,1
510040451,0.8808365,1
266134787,0.88023853,1
1330071299,0.8801214,1
1058531312,0.879941,1
548156146,0.8796502,1
700219427,0.8796429,1
816668413,0.8795603,1
1462884465,0.8795102,1
462992579,0.8794489,1
1051386142,0.8791307,1
1139770606,0.87862986,1
747296112,0.87862176,1
457646218,0.8783645,1
677541223,0.8776687,1
1215010037,0.87765163,1
1453460903,0.87734854,1
928847010,0.8772509,1
701724786,0.8772026,1
1069408602,0.87698585,1
1209176750,0.8758631,1
620508762,0.87551117,1
1101717337,0.87550294,1
1502389566,0.8754947,1
348536681,0.8753451,1
969189970,0.8751819,1
268237057,0.87501454,1
1133114549,0.8742344,1
832508322,0.87357694,1
725911849,0.8730323,1
850519919,0.87282366,1
597643863,0.87276965,1
1306743392,0.8723125,1
452460225,0.8719042,1
840658576,0.87188846,1
461302053,0.8718624,1
589454522,0.8717707,1
865381576,0.87174165,1
1049679792,0.8716086,1
355984653,0.8713835,1
516347472,0.8713104,1
586766069,0.8712672,1
689201530,0.8711517,1
1053950692,0.8707379,1
898779699,0.8706867,1
723680938,0.87044144,1
1176700721,0.86969787,1
1198655344,0.8694137,1
456161423,0.8693851,1
287832706,0.8693215,1
285535356,0.86898303,1
732815780,0.86761254,1
759217496,0.8676056,1
1187443177,0.86744285,1
260991024,0.86739504,1
530149356,0.86733234,1
633697399,0.8673143,1
767906897,0.8669633,1
679375635,0.8669457,1
860335831,0.8669354,1
1211026763,0.8669013,1
512269757,0.8668608,1
504139187,0.8667342,1
1350587874,0.8663492,1
1152220856,0.86608946,1
265802677,0.8660125,1
294967894,0.8658048,1
714722722,0.8657338,1
873479182,0.86567867,1
491667281,0.86521834,1
255430410,0.865215,1
1462254959,0.86512816,1
1469185944,0.86509186,1
672560961,0.86476284,1
571712968,0.8647147,1
281788949,0.86439455,1
971891993,0.8643233,1
504583612,0.8641644,1
994305474,0.86372644,1
739086926,0.863628,1
1291643042,0.86348826,1
1102091019,0.8634501,1
1232592317,0.86328244,1
697865338,0.8630687,1
311680734,0.8628169,1
264192451,0.8627196,1
712351426,0.86248094,1
569254088,0.8623087,1
939134102,0.86184955,1
1233928922,0.86156297,1
631590322,0.86147857,1
1327932710,0.8603781,1
861519361,0.8602352,1
825106148,0.8595264,1
853474633,0.85915565,1
1009487277,0.85901624,1
758167783,0.85890555,1
634031260,0.8585836,1
549628251,0.8583223,1
303287772,0.8582242,1
340547453,0.8578036,1
1144169714,0.8577347,1
452666178,0.8570594,1
283272360,0.8569547,1
851521280,0.8565665,1
804186438,0.8562386,1
597162034,0.8560477,1
324040923,0.85561657,1
1248323557,0.85559756,1
1219076232,0.85478204,1
703407438,0.85472643,1
710633266,0.8537509,1
1318898141,0.8537231,1
1337312225,0.853619,1
1277247816,0.8533835,1
910394498,0.85330456,1
632353937,0.8528589,1
1232256491,0.8528336,1
278145369,0.852234,1
872868344,0.85215455,1
1224082967,0.8521004,1
1155652223,0.8520225,1
1470697869,0.8518677,1
805659346,0.85139847,1
1028414410,0.85138726,1
1045599524,0.85136324,1
1164497253,0.8513337,1
264258377,0.85131484,1
665600437,0.8513087,1
345173213,0.8512923,1
951573711,0.85126096,1
1047207496,0.8510555,1
990090867,0.85088897,1
1190161896,0.8507516,1
459949982,0.85068595,1
662212836,0.8505717,1
614285533,0.85056895,1
584174379,0.85056716,1
1167667612,0.85049707,1
604738870,0.8504488,1
620383766,0.85021585,1
770480645,0.8501902,1
774211006,0.8501764,1
817609833,0.85017186,1
669313377,0.8499078,1
612018883,0.84960824,1
746018355,0.84919155,1
1092671538,0.8489986,1
1358802227,0.8484553,1
1072785418,0.848279,1
649178938,0.8479483,1
963954976,0.84783554,1
781747877,0.8478028,1
731338278,0.84762436,1
338529923,0.8475379,1
553804052,0.84738106,1
886610792,0.8469704,1
466571180,0.84679425,1
498962460,0.846608,1
1315465245,0.84636635,1
1051836903,0.846279,1
355560433,0.8462783,1
701690148,0.845981,1
625130517,0.8458235,1
1095585919,0.8457206,1
799055655,0.8456635,1
1070087118,0.8453688,1
1489729137,0.8452378,1
603245758,0.8452138,1
710224947,0.84510505,1
1330362572,0.8451036,1
830944397,0.84493387,1
865364445,0.8446947,1
276120401,0.8442237,1
891071377,0.8437007,1
1100822228,0.84357005,1
875428889,0.8435144,1
828614160,0.8430285,1
803420561,0.84302247,1
1159145871,0.8430124,1
1170738723,0.84287155,1
580664335,0.842656,1
767751423,0.84253657,1
1459709144,0.84237885,1
477938318,0.8423344,1
675940553,0.84233165,1
1315620216,0.84228975,1
1205141623,0.8421057,1
892732440,0.84203625,1
1197150353,0.8419391,1
587789163,0.84191686,1
1292054930,0.841802,1
506282515,0.84170496,1
280125340,0.8416499,1
625762210,0.84121007,1
626519121,0.8411127,1
839304251,0.8409031,1
712036532,0.84063566,1
1177959008,0.84015787,1
264730505,0.8401132,1
267087361,0.839652,1
478427371,0.8394692,1
687052369,0.8392754,1
1353475636,0.83919835,1
1437893889,0.839073,1
577144939,0.83886474,1
869308479,0.8386162,1
1066714316,0.8377611,1
290905124,0.8375747,1
1241384767,0.83724266,1
1050418035,0.8369848,1
759981913,0.83680177,1
555980634,0.8367399,1
629859908,0.83659303,1
1078116902,0.83658475,1
453619699,0.8363325,1
264318540,0.8360703,1
985241289,0.8360579,1
1224705112,0.83587533,1
441307350,0.8358648,1
601334343,0.8357348,1
800794089,0.8357128,1
966182242,0.8356085,1
1036842146,0.83538896,1
566624781,0.8351653,1
437038490,0.8350821,1
614189119,0.83440644,1
491982688,0.83436584,1
667292347,0.8338017,1
1485681098,0.8331788,1
310450380,0.83305764,1
853580082,0.83298963,1
768052099,0.8328172,1
1301499936,0.83231133,1
967594039,0.832083,1
1211276542,0.8319864,1
995492428,0.8319814,1
852048250,0.8317524,1
1159611218,0.8316589,1
459485147,0.83164144,1
1439189948,0.8315806,1
786774441,0.83124673,1
449351352,0.8312138,1
523708441,0.8310248,1
1307187518,0.8308888,1
696318775,0.83042604,1
348737160,0.83039606,1
295408006,0.8300947,1
663202523,0.82987845,1
307306785,0.8296301,1
788587051,0.8295762,1
681999477,0.82957387,1
818151022,0.829439,1
1141265102,0.829386,1
1134531821,0.82938474,1
733426841,0.82936984,1
1056256643,0.8290625,1
1384295050,0.8288,1
970712613,0.82860386,1
954626581,0.82852906,1
1009893922,0.8285026,1
800809255,0.8284935,1
250371967,0.8283439,1
1153339270,0.8283142,1
618086048,0.8282884,1
1462042080,0.8277462,1
1458237842,0.8276712,1
856016502,0.8275664,1
1170965154,0.82734126,1
1451756090,0.82693493,1
860117632,0.8266171,1
1189593431,0.8265237,1
551646651,0.82634205,1
1044855158,0.8262117,1
335126566,0.82593644,1
1092099205,0.82566166,1
703349239,0.8256024,1
1049959537,0.8251732,1
1472110760,0.8251591,1
748375210,0.82505226,1
298415666,0.8250087,1
596386387,0.8247467,1
353023962,0.82463616,1
490961054,0.8243472,1
1006497780,0.8242185,1
846933658,0.82417935,1
1206807136,0.82416457,1
357715358,0.8240457,1
892732799,0.82389075,1
777812144,0.8238626,1
1034290140,0.82376486,1
287220484,0.82346725,1
845375062,0.82339895,1
750344678,0.8231739,1
1072088891,0.823027,1
565274026,0.8229317,1
1539630715,0.82286954,1
976485670,0.8227755,1
606774623,0.8225552,1
1059284576,0.8225115,1
1141826197,0.8224288,1
505032546,0.8222836,1
596868651,0.8221172,1
875839830,0.82166135,1
1224486478,0.8210589,1
1345838714,0.82072014,1
336522385,0.8206745,1
514647544,0.8205164,1
330572411,0.819999,1
602806448,0.81994843,1
854527480,0.81988597,1
954872346,0.8198317,1
1333333623,0.8197376,1
249465047,0.81973064,1
257381577,0.81952006,1
719384589,0.8193461,1
877336444,0.819248,1
911891616,0.8192058,1
1196881104,0.8190754,1
734007560,0.8188077,1
1122619694,0.8184589,1
457965126,0.81826943,1
1444463310,0.8182442,1
990758222,0.8182164,1
1327537739,0.81800276,1
321438661,0.81765616,1
959705588,0.8176184,1
317182492,0.81745917,1
685630956,0.8172866,1
1097228161,0.8172708,1
1014574234,0.8172654,1
578588829,0.81725216,1
269638717,0.81702465,1
562206049,0.8169349,1
457671889,0.81633526,1
997928704,0.8161373,1
884559505,0.81609327,1
722182650,0.81602263,1
279850258,0.81581056,1
625716189,0.8158085,1
958618317,0.8157633,1
472586423,0.8156721,1
300333280,0.8154523,1
602615158,0.8153857,1
290772467,0.81506884,1
1218882397,0.81492984,1
1460168078,0.8148301,1
829599475,0.8142723,1
1153365522,0.8139645,1
1172466362,0.8138519,1
493778081,0.81372225,1
545675165,0.81363064,1
947784930,0.81329036,1
1038994808,0.8130984,1
592546845,0.81302685,1
589442054,0.8124772,1
1182371096,0.8122921,1
1236726991,0.81228393,1
1062446840,0.8121002,1
1453344583,0.8119741,1
718275730,0.8119231,1
354564905,0.8113535,1
1326528214,0.81123537,1
752226126,0.8112293,1
458010856,0.81106097,1
1045410061,0.81069404,1
535215528,0.8102017,1
495134960,0.8101763,1
475949456,0.8101665,1
1117324094,0.80990446,1
918914710,0.80953354,1
632363783,0.8093402,1
1123873669,0.8090069,1
499946835,0.8085603,1
1306282127,0.8082341,1
513974425,0.80817515,1
342839406,0.8081058,1
727109026,0.8081058,1
597221838,0.8080364,1
882749448,0.8079968,1
926466816,0.80779016,1
608358163,0.80767494,1
450658931,0.8076166,1
913237486,0.80761033,1
456981562,0.8075993,1
291325330,0.8075698,1
640026598,0.8075646,1
728243111,0.8072611,1
1028090541,0.80719244,1
1452800106,0.8070587,1
1317034489,0.80692315,1
587486728,0.8068845,1
1108679979,0.8068093,1
703610974,0.8067873,1
1332728984,0.8066183,1
599460264,0.8063182,1
503399561,0.8062169,1
1472357985,0.8059312,1
1217777475,0.8058859,1
777611084,0.805704,1
1097297811,0.8055973,1
261316063,0.805272,1
254087460,0.8051823,1
687004829,0.80511963,1
810702981,0.8048399,1
986805939,0.80455834,1
1342775050,0.8045348,1
904630929,0.8045258,1
651640816,0.80443496,1
1328479518,0.8044077,1
851879428,0.80410784,1
1015004577,0.8040323,1
645208867,0.80390346,1
844908255,0.8038701,1
737882097,0.8038112,1
893531862,0.80370504,1
981620168,0.8035204,1
485436606,0.8034884,1
669008398,0.80340844,1
678291644,0.80334955,1
341795594,0.80333906,1
923224919,0.80327076,1
984057323,0.80303216,1
781911088,0.802983,1
1198753500,0.80275357,1
706779360,0.80259496,1
607794806,0.80257565,1
604732670,0.8024464,1
934030159,0.8021961,1
875809052,0.80218714,1
812986404,0.8016119,1
1054242256,0.8015565,1
1316033641,0.80131876,1
585252760,0.80119026,1
1231785747,0.8010572,1
886267597,0.8010226,1
1259738398,0.80087525,1
1449411770,0.8007984,1
988549189,0.80037916,1
853149158,0.8003418,1
1214320513,0.8003387,1
661452492,0.8002117,1
1093623821,0.80012417,1
943855260,0.80007666,1
891432146,0.7999373,1
876172743,0.7998783,1
826376468,0.79950106,1
880972654,0.79931414,1
437087056,0.7991016,1
486942554,0.799032,1
1054893129,0.7987235,1
638523135,0.7986879,1
924194999,0.7985691,1
680317704,0.79838496,1
273185525,0.7981281,1
462655729,0.79798955,1
998341472,0.7979476,1
1031506153,0.7974786,1
815769665,0.7973388,1
295102659,0.79727787,1
878663126,0.7971328,1
985217813,0.79689,1
1037099944,0.7966799,1
391364704,0.79662865,1
1335300460,0.79655236,1
661778257,0.79655147,1
1389064552,0.7963713,1
1043754685,0.7963249,1
488775650,0.7961036,1
994527678,0.7960788,1
1203362207,0.796043,1
1019821918,0.79603726,1
494407221,0.79584634,1
518362738,0.79564226,1
434562104,0.7955236,1
1166724663,0.7950381,1
592455035,0.7949132,1
786557412,0.7947852,1
437788108,0.7945526,1
818453525,0.79392713,1
1080047420,0.7937947,1
449613744,0.7935744,1
709322109,0.7934034,1
1001840875,0.79337347,1
949173610,0.7930883,1
1153649647,0.7929691,1
882898808,0.79274,1
512141695,0.79263026,1
625320415,0.7924915,1
740704454,0.79243743,1
1214674793,0.79229087,1
1227786786,0.79228675,1
457066234,0.79211503,1
1382389468,0.7920446,1
622608990,0.7919048,1
1049967128,0.79189837,1
275039040,0.7917137,1
906065766,0.79167324,1
916205326,0.7914035,1
1527223130,0.7913682,1
891291104,0.7913102,1
1109312688,0.7911993,1
1246252723,0.7909307,1
839978898,0.7907953,1
300112016,0.7905107,1
982627584,0.7903925,1
708598238,0.79036695,1
730085687,0.7901713,1
1001712378,0.7901395,1
851921870,0.7895259,1
594994060,0.78912896,1
1451148752,0.78912425,1
656240761,0.7890912,1
971786613,0.78908247,1
520625887,0.7889235,1
1489257299,0.7888145,1
1276596073,0.78852355,1
1030962992,0.7885229,1
1327160633,0.78851074,1
1043166016,0.7882936,1
719289268,0.78819275,1
656910011,0.7881686,1
1134705015,0.78806096,1
980219319,0.78803426,1
680730105,0.7878335,1
820228790,0.7878313,1
1099794539,0.78771204,1
1145045788,0.7877033,1
1180492713,0.78766984,1
1307734907,0.78750443,1
1355386837,0.78745407,1
1272637009,0.78735816,1
628746745,0.78728014,1
1004641063,0.78679925,1
999625498,0.7867977,1
606258883,0.7867808,1
909142487,0.7865325,1
738415924,0.78651965,1
1049162959,0.78649735,1
1067342507,0.7864242,1
729212089,0.7863113,1
789276429,0.78614485,1
914086797,0.7860723,1
891540883,0.78599674,1
1188428705,0.78596425,1
560770554,0.78591686,1
295575154,0.78589004,1
1472560061,0.7858182,1
1009382853,0.78580517,1
1136923459,0.78570664,1
451705509,0.78556794,1
1306819165,0.78544295,1
910018194,0.7852955,1
1107139752,0.7850631,1
973583168,0.7849562,1
922625754,0.7848526,1
459362269,0.7848148,1
431852062,0.7847978,1
458154443,0.7847864,1
686546407,0.7846115,1
796692821,0.7844238,1
1246670965,0.7842177,1
767281917,0.78410345,1
941964256,0.7840675,1
675166648,0.7836554,1
586102796,0.78306806,1
1454504996,0.78275084,1
268346083,0.7826803,1
511379532,0.78251827,1
831902513,0.78185683,1
528598924,0.7816225,1
1066780610,0.78136134,1
800681492,0.78114575,1
935890891,0.78084433,1
1076403182,0.7805687,1
727279018,0.7805393,1
1317187419,0.78040373,1
1101639890,0.78030133,1
597573786,0.78026706,1
771711067,0.7802132,1
262838775,0.78013223,1
249654219,0.7798411,1
843763444,0.77971256,1
1548033591,0.77966,1
1133084942,0.7795382,1
1177242789,0.77945983,1
1470398799,0.7793934,1
344125618,0.77906007,1
1334815787,0.778794,1
1486993569,0.7787546,1
707977408,0.7786506,1
502776912,0.7782832,1
666848221,0.77823484,1
1113845766,0.77812856,1
281090014,0.77808374,1
1091772347,0.7780703,1
1391064796,0.7779894,1
927471097,0.7779617,1
767719117,0.77790254,1
822785467,0.7777797,1
805005484,0.77777594,1
972195513,0.7776775,1
829720978,0.7776582,1
1456084821,0.77765346,1
1114610918,0.7776439,1
656628080,0.77751225,1
1063259250,0.77749497,1
256207517,0.777336,1
1453901160,0.77727824,1
1145622203,0.7772579,1
799758595,0.7770462,1
251404617,0.77702373,1
869963442,0.7768835,1
1317923254,0.7765115,1
960836539,0.77648765,1
1226964905,0.7764848,1
1351672446,0.7764426,1
652162824,0.77643675,1
470331951,0.77640426,1
968195689,0.7761959,1
440775341,0.77618164,1
