numero_de_cliente,probabilidad,predict
1016783779,0.9757492,1
355859871,0.9705774,1
285480881,0.96991223,1
999655908,0.9645339,1
507653834,0.96348345,1
1459306077,0.9607812,1
779012668,0.9606835,1
1237423372,0.96005666,1
841876239,0.9600171,1
332754467,0.95955783,1
346202943,0.959319,1
334353609,0.95881164,1
1231971341,0.95755184,1
1038027871,0.9572377,1
971108609,0.95657504,1
957781338,0.9562124,1
340674857,0.95488644,1
1200808878,0.9541567,1
1493825886,0.95390826,1
1052835642,0.9534586,1
719952686,0.9522524,1
690072207,0.9517846,1
1469402972,0.9513753,1
302346506,0.950313,1
585608636,0.95004386,1
614269197,0.9497231,1
1250287995,0.9482848,1
1199345235,0.94749814,1
1122340744,0.9467357,1
1125770942,0.9431941,1
464422087,0.9429556,1
1456839179,0.94225943,1
679020843,0.9408816,1
1156415991,0.9408563,1
999158844,0.9405774,1
479408826,0.9400096,1
831739592,0.9387949,1
356662435,0.9381151,1
314236318,0.9379638,1
1327182802,0.93638945,1
1303652009,0.93484724,1
878976935,0.9343526,1
348375152,0.9343484,1
999567231,0.934163,1
1249442553,0.93400824,1
560499776,0.9312364,1
1440838176,0.93055135,1
1233370816,0.9303619,1
823107219,0.930048,1
321500216,0.9291086,1
825039709,0.9290265,1
352906984,0.9275621,1
1136719846,0.92642915,1
496272333,0.924672,1
901895430,0.92414254,1
1222748992,0.9237229,1
703907858,0.92266387,1
916274165,0.9225148,1
659587021,0.92198956,1
776562687,0.9217703,1
1454897491,0.92092866,1
1098486448,0.92089796,1
1238491830,0.9202585,1
1213881716,0.917319,1
569254088,0.91710395,1
998643975,0.916553,1
1582619617,0.9163965,1
1229634178,0.9156903,1
715432741,0.91567916,1
698013750,0.9152993,1
582110692,0.91514844,1
779679442,0.9149691,1
850217049,0.9138897,1
306285953,0.9135777,1
655087128,0.91320074,1
469357652,0.91276836,1
1351782779,0.9113518,1
249952495,0.91117346,1
508442325,0.9099237,1
889464941,0.9098587,1
985463211,0.90983695,1
259309251,0.9095665,1
960841355,0.90847206,1
966379219,0.90710735,1
990418460,0.9070277,1
1127528923,0.9069228,1
1125158574,0.9065911,1
280104990,0.90656775,1
1013406306,0.90616417,1
1005037853,0.9059079,1
1062991461,0.9058031,1
1332462945,0.90579,1
636964898,0.90549123,1
444892953,0.9053769,1
440298764,0.903385,1
1095899797,0.90333587,1
723680938,0.9032779,1
473756828,0.9029504,1
355522005,0.90235937,1
432245359,0.90204936,1
1187443177,0.9019391,1
1054965691,0.901149,1
1027649404,0.90100163,1
1051386142,0.9009035,1
731049200,0.90008867,1
892102199,0.8994746,1
1083297421,0.8990303,1
597392052,0.89863044,1
298332019,0.8984825,1
462250979,0.89826024,1
447990093,0.8980359,1
946326608,0.8966049,1
1115105873,0.8964661,1
1391269212,0.89626265,1
1180151414,0.89575183,1
453619699,0.8955976,1
513773510,0.895446,1
642845444,0.89529514,1
658350101,0.8952018,1
800100116,0.89492846,1
1332194712,0.89478225,1
1021569327,0.8945608,1
608525679,0.89431095,1
452460225,0.8925928,1
1253889577,0.8923521,1
935575407,0.8923165,1
891071377,0.8920431,1
644362477,0.8906762,1
272392952,0.89067423,1
460817670,0.8904791,1
358548333,0.890185,1
278188904,0.8896157,1
725911849,0.8893719,1
710633266,0.88922596,1
973186813,0.8886288,1
715237805,0.88836277,1
934123798,0.88741475,1
509057536,0.88737094,1
516013833,0.8873603,1
853893960,0.88715184,1
484136978,0.886466,1
585683751,0.88646185,1
579587346,0.885965,1
999222431,0.8853304,1
596633902,0.8850034,1
1125932548,0.8844331,1
1339359438,0.8843831,1
1472402469,0.88435477,1
1346661987,0.8842006,1
1071358676,0.88395417,1
1248323557,0.8832513,1
635099205,0.88283384,1
894719337,0.88265383,1
275046043,0.88227576,1
654154538,0.88203543,1
597674785,0.88159573,1
1144780108,0.88139117,1
289739894,0.8798421,1
745487516,0.8795408,1
1000685202,0.87953264,1
1242851842,0.8794142,1
571851534,0.87912387,1
1234207214,0.8786281,1
947228788,0.8781537,1
700219427,0.8778955,1
466558635,0.8750453,1
462992579,0.8748369,1
266616403,0.8747609,1
266134787,0.8745488,1
1012530086,0.8733967,1
1439189948,0.8723936,1
650007395,0.8718521,1
265802677,0.87158287,1
315375723,0.87106323,1
466571180,0.8708814,1
620115832,0.8702569,1
1460168078,0.8693735,1
1102091019,0.86845464,1
