numero_de_cliente,probabilidad,predict
1392101964,0.9607326,1
1339242026,0.95914894,1
1358960631,0.9587475,1
1248124471,0.9529766,1
750995986,0.95263016,1
620863409,0.9515012,1
664813117,0.9510352,1
1487905519,0.9505995,1
750071927,0.9498189,1
649245454,0.9495862,1
601341926,0.94814956,1
1351860960,0.9479311,1
1059634850,0.9464181,1
445927201,0.946179,1
988613006,0.9460217,1
847937495,0.94552433,1
1343877265,0.94488615,1
809579246,0.9444865,1
841156083,0.94358337,1
962959594,0.94346064,1
1488309466,0.9434156,1
1434654982,0.94319063,1
601652670,0.94156355,1
1316054205,0.9413752,1
1166945637,0.94067717,1
970610589,0.93974113,1
941964256,0.9385612,1
1318678995,0.9383543,1
1127443671,0.9375361,1
738296035,0.9372609,1
1160008957,0.9372503,1
342839406,0.9366247,1
1457658216,0.93653286,1
1136806413,0.9364402,1
1234344610,0.93567723,1
1306912872,0.93486357,1
601437973,0.9348561,1
1324020180,0.9347209,1
891141317,0.933875,1
553430080,0.93385834,1
831026080,0.9334794,1
714018758,0.9334353,1
871775608,0.93336886,1
309840199,0.9332941,1
578486583,0.93282026,1
1327932710,0.9322957,1
1030622786,0.9316131,1
705293114,0.9308816,1
687277058,0.9305718,1
634335147,0.93015563,1
491634096,0.9300445,1
1383737892,0.92973757,1
1335300460,0.9292913,1
1052434394,0.9290172,1
472123117,0.9288195,1
301200021,0.9286679,1
1192132311,0.9283519,1
1112838274,0.92750376,1
1080903443,0.9269274,1
979859420,0.9268596,1
1197258278,0.92675537,1
583523361,0.926747,1
1445692349,0.92648536,1
674992932,0.9261263,1
1168492781,0.9260499,1
1093305562,0.925445,1
1081565477,0.924989,1
1332810077,0.9246329,1
1439243261,0.92423874,1
1353190640,0.9241371,1
1168793901,0.92399186,1
955133721,0.9239532,1
1385860725,0.92379445,1
708506351,0.92331326,1
611214499,0.9227411,1
1039057234,0.92249787,1
1312544442,0.9223279,1
1250383239,0.9223256,1
975220022,0.92230296,1
869880009,0.92213094,1
815572252,0.9219535,1
909497057,0.92156756,1
865659869,0.9215468,1
981039458,0.9212412,1
1454016967,0.9209283,1
1238400813,0.9208837,1
1358193284,0.92075557,1
1462284275,0.92059016,1
608077829,0.92056876,1
528049862,0.9204429,1
1127528923,0.91952324,1
573677261,0.9195159,1
873972753,0.91931695,1
757059437,0.9189155,1
972040397,0.91886073,1
1053163517,0.9188552,1
1131261111,0.918413,1
1306133792,0.91813624,1
1306133066,0.9178538,1
1441915814,0.9178448,1
285535356,0.9177612,1
1110680804,0.9175705,1
1130924261,0.91756666,1
254111380,0.9173206,1
598771321,0.9172948,1
846796919,0.9168386,1
1032325045,0.9164807,1
1001879381,0.9164682,1
973441622,0.9164028,1
594024570,0.9161999,1
723138511,0.91614026,1
1323711255,0.9161382,1
1207492500,0.91612434,1
504998566,0.91607636,1
1321610378,0.91598713,1
614558130,0.9157117,1
1051836903,0.91555166,1
445265534,0.91513985,1
1140273076,0.915102,1
