mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,364800000.0
202106,rolling_02,rolling_02_seed1,369600000.0
202106,rolling_03,rolling_03_seed1,374400000.0
202106,rolling_04,rolling_04_seed1,324000000.0
202106,rolling_05,rolling_05_seed1,314400000.0
202106,rolling_06,rolling_06_seed1,372000000.0
202106,rolling_07,rolling_07_seed1,340800000.0
202106,seasonal_summer,seasonal_summer_seed1,368000000.0
202106,seasonal_autumn,seasonal_autumn_seed1,341600000.0
202106,seasonal_winter,seasonal_winter_seed1,365600000.0
202106,seasonal_spring,seasonal_spring_seed1,350400000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,354400000.0
202106,seasonal_q1,seasonal_q1_seed1,361600000.0
202106,seasonal_q2,seasonal_q2_seed1,364800000.0
202106,mixed_recent_01,mixed_recent_01_seed1,315200000.0
202106,mixed_recent_02,mixed_recent_02_seed1,335200000.0
202106,mixed_early_01,mixed_early_01_seed1,357600000.0
202106,mixed_early_02,mixed_early_02_seed1,367200000.0
202106,mixed_transition,mixed_transition_seed1,352000000.0
202106,mixed_full_year,mixed_full_year_seed1,344800000.0
202106,GLOBAL,ensamble_global,382400000.0
202106,GRUPOS,ensamble_grupos,382400000.0
