mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,372800000.0
202106,rolling_01,rolling_01_seed2,369600000.0
202106,rolling_01,rolling_01_seed3,368000000.0
202106,rolling_02,rolling_02_seed1,363200000.0
202106,rolling_02,rolling_02_seed2,380800000.0
202106,rolling_02,rolling_02_seed3,375200000.0
202106,rolling_03,rolling_03_seed1,364800000.0
202106,rolling_03,rolling_03_seed2,376000000.0
202106,rolling_03,rolling_03_seed3,374400000.0
202106,rolling_04,rolling_04_seed1,328800000.0
202106,rolling_04,rolling_04_seed2,308800000.0
202106,rolling_04,rolling_04_seed3,300800000.0
202106,rolling_05,rolling_05_seed1,333600000.0
202106,rolling_05,rolling_05_seed2,344800000.0
202106,rolling_05,rolling_05_seed3,342400000.0
202106,rolling_06,rolling_06_seed1,361600000.0
202106,rolling_06,rolling_06_seed2,366400000.0
202106,rolling_06,rolling_06_seed3,373600000.0
202106,rolling_07,rolling_07_seed1,332000000.0
202106,rolling_07,rolling_07_seed2,351200000.0
202106,rolling_07,rolling_07_seed3,347200000.0
202106,seasonal_summer,seasonal_summer_seed1,371200000.0
202106,seasonal_summer,seasonal_summer_seed2,374400000.0
202106,seasonal_summer,seasonal_summer_seed3,371200000.0
202106,seasonal_autumn,seasonal_autumn_seed1,360000000.0
202106,seasonal_autumn,seasonal_autumn_seed2,346400000.0
202106,seasonal_autumn,seasonal_autumn_seed3,363200000.0
202106,seasonal_winter,seasonal_winter_seed1,359200000.0
202106,seasonal_winter,seasonal_winter_seed2,356800000.0
202106,seasonal_winter,seasonal_winter_seed3,352800000.0
202106,seasonal_spring,seasonal_spring_seed1,359200000.0
202106,seasonal_spring,seasonal_spring_seed2,348800000.0
202106,seasonal_spring,seasonal_spring_seed3,348000000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,360800000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed2,358400000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed3,352800000.0
202106,seasonal_q1,seasonal_q1_seed1,353600000.0
202106,seasonal_q1,seasonal_q1_seed2,370400000.0
202106,seasonal_q1,seasonal_q1_seed3,364800000.0
202106,seasonal_q2,seasonal_q2_seed1,354400000.0
202106,seasonal_q2,seasonal_q2_seed2,359200000.0
202106,seasonal_q2,seasonal_q2_seed3,363200000.0
202106,mixed_recent_01,mixed_recent_01_seed1,332800000.0
202106,mixed_recent_01,mixed_recent_01_seed2,334400000.0
202106,mixed_recent_01,mixed_recent_01_seed3,335200000.0
202106,mixed_recent_02,mixed_recent_02_seed1,320000000.0
202106,mixed_recent_02,mixed_recent_02_seed2,337600000.0
202106,mixed_recent_02,mixed_recent_02_seed3,317600000.0
202106,mixed_early_01,mixed_early_01_seed1,372000000.0
202106,mixed_early_01,mixed_early_01_seed2,360800000.0
202106,mixed_early_01,mixed_early_01_seed3,372000000.0
202106,mixed_early_02,mixed_early_02_seed1,364000000.0
202106,mixed_early_02,mixed_early_02_seed2,368000000.0
202106,mixed_early_02,mixed_early_02_seed3,368000000.0
202106,mixed_transition,mixed_transition_seed1,340000000.0
202106,mixed_transition,mixed_transition_seed2,328800000.0
202106,mixed_transition,mixed_transition_seed3,323200000.0
202106,mixed_full_year,mixed_full_year_seed1,325600000.0
202106,mixed_full_year,mixed_full_year_seed2,320000000.0
202106,mixed_full_year,mixed_full_year_seed3,310400000.0
202106,GLOBAL,ensamble_global,387200000.0
202106,GRUPOS,ensamble_grupos,387200000.0
